opponent,lineup,stint_minutes,margin_change
Edgewood Eagles,"AJ Ohrmundt, Joey LaChapell, Max Tutas, Nate Nazos, Tristan Johanknecht",0.35,3.0
Edgewood Eagles,"AJ Ohrmundt, Joey LaChapell, Max Tutas, Nate Nazos, Tristan Johanknecht",0.0,0.0
Edgewood Eagles,"AJ Ohrmundt, Max Tutas, Nate Nazos, Reed Seckar, Tristan Johanknecht",1.05,0.0
Edgewood Eagles,"Adam Guyette, Ben Grabner, Max Tutas, Reed Seckar, Riley Rindfleisch",0.78,0.0
Illinois Wesleyan Titans,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",2.42,-5.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.78,1.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.48,2.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.72,-2.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",2.1,3.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.4,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.28,-2.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Aiden Hawkinson, Max Tutas, Tristan Johanknecht",1.2,4.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Aiden Hawkinson, Max Tutas, Tristan Johanknecht",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Max Tutas, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.78,-4.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.43,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.47,-3.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Aiden Hawkinson, Max Tutas, Tristan Johanknecht",1.88,-2.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Aiden Hawkinson, Max Tutas, Tristan Johanknecht",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.92,4.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.88,0.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Aiden Hawkinson, Max Tutas, Tristan Johanknecht",0.47,0.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Aiden Hawkinson, Max Tutas, Tristan Johanknecht",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.03,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.55,4.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig",0.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",1.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Aiden Hawkinson, Jay Dalton, Max Tutas, Tristan Johanknecht",0.0,1.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Aiden Hawkinson, Jay Dalton, Max Tutas, Tristan Johanknecht",0.0,0.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Aiden Hawkinson, Max Tutas, Tristan Johanknecht",0.32,0.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Aiden Hawkinson, Max Tutas, Tristan Johanknecht",0.7,-1.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.63,-2.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.4,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.6,-1.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos",1.23,1.0
Illinois Wesleyan Titans,"Carter Thomas, Joey LaChapell, Matt Imig, Oskar Kangas, Vitorio Dante",0.22,0.0
Illinois Wesleyan Titans,"Brandon Beck, Carter Thomas, Joey LaChapell, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Carter Thomas, Joey LaChapell, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.62,1.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Carter Thomas, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.82,-2.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Jay Dalton, Max Tutas, Tristan Johanknecht",0.73,-3.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",1.22,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Carter Thomas, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Vitorio Dante",0.87,-3.0
Illinois Wesleyan Titans,"Carter Thomas, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Jay Dalton, Max Tutas, Tristan Johanknecht",1.42,-2.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Adam Guyette, Jay Dalton, Max Tutas, Tristan Johanknecht",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.72,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.85,2.0
Illinois Wesleyan Titans,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.5,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.35,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.25,2.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.27,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.17,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.78,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig",0.45,-1.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.45,2.0
Illinois Wesleyan Titans,"Brandon Beck, Jay Dalton, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.62,2.0
Illinois Wesleyan Titans,"Brandon Beck, Jay Dalton, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.72,2.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Jay Dalton, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.57,-4.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.53,2.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.27,-2.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.27,1.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.82,-2.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas, Vitorio Dante",0.75,3.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Aiden Hawkinson, Carter Thomas, Matt Imig, Vitorio Dante",0.8,-2.0
Illinois Wesleyan Titans,"AJ Ohrmundt, Aiden Hawkinson, Carter Thomas, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.57,-2.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.38,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.13,0.0
Illinois Wesleyan Titans,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.08,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Carter Thomas, Joey LaChapell, Oskar Kangas",1.67,4.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Carter Thomas, Joey LaChapell, Oskar Kangas",0.28,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Carter Thomas, Joey LaChapell, Jonah Rindfleisch, Oskar Kangas",0.32,0.0
Illinois Wesleyan Titans,"Carter Thomas, Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas",0.25,-2.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Carter Thomas, Joey LaChapell, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Carter Thomas, Joey LaChapell, Oskar Kangas",0.25,-1.0
Illinois Wesleyan Titans,"Aiden Hawkinson, Brandon Beck, Carter Thomas, Joey LaChapell, Oskar Kangas",0.0,0.0
Illinois Wesleyan Titans,"Brandon Beck, Carter Thomas, Jay Dalton, Joey LaChapell, Oskar Kangas",0.12,2.0
Illinois Wesleyan Titans,"Carter Thomas, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.03,-2.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",2.63,-3.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.55,-2.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.8,-2.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.03,2.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",1.5,-2.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.85,0.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",1.17,-3.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.67,-1.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.48,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.32,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.92,3.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",2.83,-6.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.97,1.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",0.27,2.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",1.15,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.62,-1.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.98,2.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.23,-2.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.7,-5.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.77,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.07,3.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.55,-2.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.47,0.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",1.2,-1.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.02,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.57,1.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.68,2.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.62,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.03,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.58,-3.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.25,-3.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.17,1.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.73,-3.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",1.32,-6.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.45,1.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.33,1.0
Lawrence Vikings,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",1.73,1.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.83,2.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",0.0,0.0
Lawrence Vikings,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",0.6,-1.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.3,-4.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.13,1.0
Lawrence Vikings,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.45,-3.0
Lawrence Vikings,"Aiden Hawkinson, Oskar Kangas, Reed Seckar, Tristan Johanknecht, Vitorio Dante",0.58,-2.0
Lawrence Vikings,"AJ Ohrmundt, Adam Guyette, Ben Grabner, Reed Seckar, Tristan Johanknecht",0.0,0.0
Lawrence Vikings,"AJ Ohrmundt, Adam Guyette, Ben Grabner, Reed Seckar, Tristan Johanknecht",0.85,-4.0
Lawrence Vikings,"AJ Ohrmundt, Adam Guyette, Max Tutas, Reed Seckar, Tristan Johanknecht",1.07,-1.0
Lawrence Vikings,"AJ Ohrmundt, Adam Guyette, Max Tutas, Reed Seckar, Tristan Johanknecht",0.52,0.0
Maryville (TN) Scots,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",1.53,0.0
Maryville (TN) Scots,"AJ Ohrmundt, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",2.63,3.0
Maryville (TN) Scots,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.52,2.0
Maryville (TN) Scots,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.48,-2.0
Maryville (TN) Scots,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",2.37,4.0
Maryville (TN) Scots,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.48,0.0
Maryville (TN) Scots,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.33,0.0
Maryville (TN) Scots,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",1.07,0.0
Maryville (TN) Scots,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.57,1.0
Maryville (TN) Scots,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.97,-2.0
Maryville (TN) Scots,"AJ Ohrmundt, Aiden Hawkinson, Carter Thomas, Jay Dalton, Vitorio Dante",0.8,0.0
Maryville (TN) Scots,"AJ Ohrmundt, Aiden Hawkinson, Carter Thomas, Jay Dalton, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.68,0.0
Maryville (TN) Scots,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.62,0.0
Maryville (TN) Scots,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,"AJ Ohrmundt, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",1.52,1.0
Maryville (TN) Scots,"AJ Ohrmundt, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.37,-4.0
Maryville (TN) Scots,"AJ Ohrmundt, Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig",0.28,1.0
Maryville (TN) Scots,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.28,0.0
Maryville (TN) Scots,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",1.25,-4.0
Maryville (TN) Scots,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig",1.23,2.0
